time,city,row,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
2016-12-16 00:00:00,Guwahati,30948,24.801,93.93700000000001,3IZq5KvD5hGiYAzRy13KCQ,Female vendors call for general strike in Manipur state,2016-12-16 00:00:00,riskline_7,moderate,"(24.800999999999998, 93.937000000000012)",4.0,Guwahati,1.0
2016-12-16 00:00:00,Mogadishu,25960,2.054604,45.301485,kpzTcjTD5hG4WgvRy13KCQ,Al-Shabaab claims responsibility for bombing near checkpoint in Mogadishu – Update,2016-12-16 00:00:00,riskline_2,high,"(2.0546039999999999, 45.301485)",16.0,Mogadishu,1.0
2016-12-16 00:00:00,Murmansk,30077,67.26916700000001,14.365278,HjUAWJ7D5hG5QQzRy13KCQ,Bodø Airport fire and rescue staff call off strike action - Update,2016-12-16 00:00:00,riskline_7,low,"(67.26916700000001, 14.365278)",1.0,Murmansk,1.0
2016-12-16 00:00:00,Murmansk,96648,67.26916700000001,14.365278,4hkG2R_C5hGDQQ_Ry13KCQ,Bodø Airport fire and rescue staff threaten strike action on 16 December,2016-12-16 00:00:00,riskline_7,moderate,"(67.26916700000001, 14.365278)",4.0,Murmansk,1.0
2016-12-16 00:00:00,Ouagadougou,29563,14.4085,-1.5516,KH0BEpHD5hGQmuIN+RcZ4Q,Unidentified gunmen target military post in Soum province,2016-12-16 00:00:00,riskline_2,medium,"(14.4085, -1.5516000000000001)",9.0,Ouagadougou,1.0
2016-12-16 00:00:00,Ouagadougou,30105,14.4085,-1.5516,en1SV57D5hGICQ3Ry13KCQ,Fatalities reported in militant attack in Soum province - Update,2016-12-16 00:00:00,riskline_2,high,"(14.4085, -1.5516000000000001)",16.0,Ouagadougou,1.0
2016-12-16 00:00:00,Peshawar,25496,34.082481,70.668152,wjg+JiLD5hGgczUO+RcZ4Q,US airstrikes target IS militants in Nangarhar province,2016-12-16 00:00:00,riskline_2,extreme,"(34.082481000000001, 70.668152000000006)",25.0,Peshawar,1.0
2016-12-16 00:00:00,Peshawar,26276,34.430195,70.460128,3piH1kLD5hGDVAjRy13KCQ,Security forces thwart suicide bomb attacks in Nangarhar province,2016-12-16 00:00:00,riskline_2,high,"(34.430194999999998, 70.460127999999997)",16.0,Peshawar,1.0
2016-12-16 00:04:26,Yazd,25525,32.0,53.0,dvpYNSPD5hG2fRfRy13KCQ,Iran sanctions renewal becomes law without Obama signature,2016-12-16 00:04:26,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 00:04:28,Tokyo,25453,35.685359999999996,139.75309,Aj+lNiPD5hGpRTAO+RcZ4Q,"4,100 police officers deployed for Japan-Russia summit",2016-12-16 00:04:28,Physical Threats,moderate,"(35.685359999999996, 139.75308999999999)",4.0,Tokyo,1.0
2016-12-16 00:04:35,Yazd,24908,32.0,53.0,fCJ2OiPD5hGauxfRy13KCQ,Iran sanctions renewal becomes law without Obama signature,2016-12-16 00:04:35,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 00:05:07,Aleppo,25534,36.201240000000006,37.16117,6hKgTSPD5hGiaRfRy13KCQ,Aleppo: Evacuations under way after deadly attack,2016-12-16 00:05:07,Physical Threats,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-16 00:05:15,Vancouver,25411,54.45596999999999,-124.26275,Rm12UiPD5hGTKBbRy13KCQ,1 dead following collision involving school bus near Fort St. James,2016-12-16 00:05:15,Infrastructure,medium,"(54.455969999999994, -124.26275)",9.0,Vancouver,1.0
2016-12-16 00:05:16,Delhi,25545,28.65124,77.22912,lm5HUyPD5hGnizAO+RcZ4Q,"IT raid at Noida Axis Bank branch shows accounts of 20 fake firms, deposits of over Rs 60 crore",2016-12-16 00:05:16,Other,moderate,"(28.651240000000001, 77.229119999999995)",4.0,Delhi,1.0
2016-12-16 00:05:18,Aleppo,25412,36.201240000000006,37.16117,UOUGVCPD5hGkcRbRy13KCQ,"Syria rebels, civilians to start leaving Aleppo within hours",2016-12-16 00:05:18,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:05:19,Cheongju-si,25546,36.5,127.75,JojJVCPD5hGh6zAO+RcZ4Q,South Korea former opposition leader Moon says will run for president,2016-12-16 00:05:19,Geopolitical,moderate,"(36.5, 127.75)",4.0,Cheongju-si,1.0
2016-12-16 00:05:27,Riverside,25487,33.961729999999996,-116.50353,KuhCWSPD5hGQ2WEO+RcZ4Q,Several shots fired in Desert Hot Springs outside of liquor store,2016-12-16 00:05:27,Physical Threats,moderate,"(33.961729999999996, -116.50353)",4.0,Riverside,1.0
2016-12-16 00:05:28,Mogadishu,25416,6.0,48.0,IBz6WSPD5hGBxBbRy13KCQ,"Bomb in teashop explodes in Somalia's capital, killing 6",2016-12-16 00:05:28,Physical Threats,moderate,"(6.0, 48.0)",4.0,Mogadishu,1.0
2016-12-16 00:05:34,Aleppo,25489,36.201240000000006,37.16117,hM2BXSPD5hG9GmEO+RcZ4Q,Aleppo rebel evacuation back on: Syria military source,2016-12-16 00:05:34,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:05:36,Tokyo,25490,35.685359999999996,139.75309,SKfxXiPD5hG4KmEO+RcZ4Q,"Japan finds capsized boat, eight still missing",2016-12-16 00:05:36,Other,medium,"(35.685359999999996, 139.75308999999999)",9.0,Tokyo,1.0
2016-12-16 00:05:37,Cheongju-si,25419,36.5,127.75,lka4XyPD5hGDzxbRy13KCQ,South Korea former opposition leader Moon says will run for president,2016-12-16 00:05:37,Geopolitical,moderate,"(36.5, 127.75)",4.0,Cheongju-si,1.0
2016-12-16 00:05:45,Kampala,25492,1.25,32.5,bMxSZCPD5hGvpWEO+RcZ4Q,Uganda: Russia Sets New Terms for Investing in Hoima Oil Refinery,2016-12-16 00:05:45,Other,moderate,"(1.25, 32.5)",4.0,Kampala,1.0
2016-12-16 00:05:58,Mogadishu,25598,6.0,48.0,KoXAayPD5hGtEyPRy13KCQ,Bomb kills five Somali soldiers in capital Mogadishu,2016-12-16 00:05:58,Physical Threats,extreme,"(6.0, 48.0)",25.0,Mogadishu,1.0
2016-12-16 00:06:11,Yazd,25582,32.0,53.0,iEeOcyPD5hGAbWEO+RcZ4Q,Revolutionary Guard wary as Iran begins opening economy,2016-12-16 00:06:11,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 00:06:13,Seoul,25583,37.566,126.9784,9mEndSPD5hGXZmEO+RcZ4Q,"S. Korea, China to hold talks on EEZ",2016-12-16 00:06:13,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4.0,Seoul,1.0
2016-12-16 00:06:15,London,25400,51.50853,-0.12574000000000002,rLJWdiPD5hGmcBjRy13KCQ,Turk caught heading for London with fake Bulgarian passport,2016-12-16 00:06:15,Other,moderate,"(51.50853, -0.12574000000000002)",4.0,London,1.0
2016-12-16 00:06:19,Seoul,25522,37.566,126.9784,2CFGeCPD5hGMDRfRy13KCQ,Seoul denies allegation Choi behind Kaesong shutdown,2016-12-16 00:06:19,Infrastructure,moderate,"(37.566000000000003, 126.97839999999999)",4.0,Seoul,1.0
2016-12-16 00:06:28,Aleppo,25599,36.201240000000006,37.16117,DjIifiPD5hGaMCPRy13KCQ,"Aleppo evacuation deal back on, rebels say",2016-12-16 00:06:28,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 00:06:34,Aleppo,25562,36.201240000000006,37.16117,qoG_gSPD5hGeShbRy13KCQ,Syrian official says operation begins to evacuate eastern Aleppo,2016-12-16 00:06:34,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:06:37,Seoul,25563,37.566,126.9784,MJIxgyPD5hGeShbRy13KCQ,S. Korea to hold military exercise on disputed islets next week,2016-12-16 00:06:37,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4.0,Seoul,1.0
2016-12-16 00:06:41,Aleppo,25565,36.201240000000006,37.16117,XB1uhSPD5hGMtxbRy13KCQ,LIVE UPDATES:new Aleppo evacuation plan set to begin,2016-12-16 00:06:41,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 00:06:47,Yazd,25602,32.0,53.0,Qn77iCPD5hGa_yPRy13KCQ,Iran sanctions renewal becomes law without Obama signature,2016-12-16 00:06:47,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 00:06:48,Nagpur,25500,22.0,79.0,ALkLiiPD5hGoozUO+RcZ4Q,"Change in mindset, law enforcement needed to curb attacks on North East people: Supreme Court",2016-12-16 00:06:48,Physical Threats,extreme,"(22.0, 79.0)",25.0,Nagpur,1.0
2016-12-16 00:06:50,Aleppo,25603,36.201240000000006,37.16117,ZCvBiiPD5hGPnCPRy13KCQ,The Latest: Syrian official: Aleppo evacuation at any moment,2016-12-16 00:06:50,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 00:06:52,Chicago,25612,41.85003,-87.65005,GBlfjCPD5hG+DWEO+RcZ4Q,"South suburban Chicago police: 3 dead, 2 injured in crash",2016-12-16 00:06:52,Infrastructure,medium,"(41.850029999999997, -87.650049999999993)",9.0,Chicago,1.0
2016-12-16 00:06:57,Aleppo,25473,36.201240000000006,37.16117,FO1ejyPD5hGPo2AO+RcZ4Q,Hundreds of civilians leaving rebel-held areas of Aleppo,2016-12-16 00:06:57,Public Health,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:07:02,Aleppo,25607,36.201240000000006,37.16117,0OwEkiPD5hGv1SPRy13KCQ,"Kerry speaks to Russian, Turkish officials on Aleppo fighting: US State Department",2016-12-16 00:07:02,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:07:03,Aleppo,25502,36.201240000000006,37.16117,NDvAkiPD5hG9lTUO+RcZ4Q,Syrian mayor appeals to EU leaders for Aleppo monitors,2016-12-16 00:07:03,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 00:07:18,Yazd,25542,32.0,53.0,rPK5myPD5hGsixfRy13KCQ,Iran sanctions renewal becomes law without Obama signature,2016-12-16 00:07:18,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 00:07:22,Aleppo,25615,36.201240000000006,37.16117,RgbnnSPD5hGJKmEO+RcZ4Q,"Army, Allies Ward Off Jeish Al-Fatah's Attack in Southwestern Aleppo",2016-12-16 00:07:22,Infrastructure,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:07:25,Aleppo,25567,36.201240000000006,37.16117,DhMVoCPD5hGAuBbRy13KCQ,"Evacuation begins in eastern Aleppo, Syrian official says",2016-12-16 00:07:25,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 00:07:27,Aleppo,25475,36.201240000000006,37.16117,8ozeoCPD5hGv7WAO+RcZ4Q,Residents board buses in eastern Aleppo as evacuation begins,2016-12-16 00:07:27,Other,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:07:28,Aleppo,25568,36.201240000000006,37.16117,NKSToSPD5hGAuBbRy13KCQ,Thousands evacuated from rebel-held area in Aleppo,2016-12-16 00:07:28,Public Health,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 00:07:30,Aleppo,25616,36.201240000000006,37.16117,JDn5oiPD5hGEJWEO+RcZ4Q,"The Latest: Shots fired at ambulances in Aleppo, 3 wounded",2016-12-16 00:07:30,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 00:07:35,Aleppo,25618,36.201240000000006,37.16117,+n_tpSPD5hGEk2EO+RcZ4Q,Aleppo: Evacuations under way after deadly attack,2016-12-16 00:07:35,Physical Threats,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-16 00:07:46,Aleppo,25631,36.201240000000006,37.16117,ItUZrCPD5hG6OhfRy13KCQ,"Residents in eastern Aleppo start boarding buses, ambulances",2016-12-16 00:07:46,Public Health,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:07:47,Aleppo,25620,36.201240000000006,37.16117,3qXXrCPD5hG4NmEO+RcZ4Q,"Residents in eastern Aleppo start boarding buses, ambulances",2016-12-16 00:07:47,Public Health,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:08:05,Islington,25624,51.878190000000004,0.55292,PMentyPD5hGp32EO+RcZ4Q,Morning Red Line commute was no lark due to dead train between Braintree and Park,2016-12-16 00:08:05,Infrastructure,medium,"(51.878190000000004, 0.55291999999999997)",9.0,Islington,1.0
2016-12-16 00:08:16,Aleppo,25641,36.201240000000006,37.16117,Jt8rviPD5hG8mRfRy13KCQ,Syrian rebel group say Aleppo deal came after overcoming Iran attempt to disrupt it,2016-12-16 00:08:16,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:08:17,Aleppo,25627,36.201240000000006,37.16117,VjHlviPD5hGG4mEO+RcZ4Q,First convoy of patients starts to leave east Aleppo: Syrian Observatory,2016-12-16 00:08:17,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-16 00:08:18,Ḩamāh,25642,35.0,38.0,UDuavyPD5hG8mRfRy13KCQ,Preparations begun to take Aleppo fighters to Khan Touman: Hezbollah military media,2016-12-16 00:08:18,Geopolitical,extreme,"(35.0, 38.0)",25.0,Ḩamāh,1.0
2016-12-16 00:08:19,Aleppo,25628,36.201240000000006,37.16117,_H9TwCPD5hG_xGEO+RcZ4Q,Guns fall silent in Aleppo with evacuation due to start,2016-12-16 00:08:19,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 00:08:30,Aleppo,25648,36.201240000000006,37.16117,pL_JxiPD5hGS32EO+RcZ4Q,"URGENT: Aleppo Evacuation Starts after Militants Agree Fua'a, Kafraya Civilians Evacuation",2016-12-16 00:08:30,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:08:34,Aleppo,371,36.201240000000006,37.16117,9qD9yCPD5hGtKCPRy13KCQ,Pro-regime Forces Attack as Wounded Syrians Begin to Evacuate East Aleppo,2016-12-16 00:08:34,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:08:42,Aleppo,25555,36.201240000000006,37.16117,5M71zSPD5hG_ATAO+RcZ4Q,‘When camera gone they leave people under rubble’ – Aleppo residents on Western-backed White Helmets,2016-12-16 00:08:42,Infrastructure,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 00:08:46,Aleppo,25575,36.201240000000006,37.16117,Xmwn0CPD5hGhcBbRy13KCQ,First convoy of patients starts to leave east Aleppo,2016-12-16 00:08:46,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 00:08:51,Chicago,25559,41.66113,-91.53017,RpVA0yPD5hGhVTAO+RcZ4Q,House ruined by explosion and fire,2016-12-16 00:08:51,Natural Disaster,moderate,"(41.66113, -91.530169999999998)",4.0,Chicago,1.0
2016-12-16 00:08:52,Aleppo,25666,36.201240000000006,37.16117,3ln30yPD5hGrkCPRy13KCQ,Operation to evacuate eastern Aleppo has begun: Syrian official,2016-12-16 00:08:52,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 02:04:24,Aleppo,25769,36.201240000000006,37.16117,4lxn9zPD5hGlt9MN+RcZ4Q,"eNCA | Russia, Syria preparing rebels' evacuation from Aleppo: ministry",2016-12-16 02:04:24,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 02:04:31,Cheongju-si,25744,36.5,127.75,uBZ0+zPD5hGFQtYN+RcZ4Q,S. Korea repays loans from int'l lenders and foreign governments,2016-12-16 02:04:31,Geopolitical,moderate,"(36.5, 127.75)",4.0,Cheongju-si,1.0
2016-12-16 02:04:44,Kisangani,25759,-2.5,23.5,dLmyAzTD5hGPfwjRy13KCQ,DRC orders social networks shut as Kabila's term expires,2016-12-16 02:04:44,Geopolitical,medium,"(-2.5, 23.5)",9.0,Kisangani,1.0
2016-12-16 02:04:58,Ḩamāh,25773,35.0,38.0,IPHBCzTD5hGP8QjRy13KCQ,"Russia, Syria preparing militants’ evacuation from Aleppo: MoD",2016-12-16 02:04:58,Geopolitical,moderate,"(35.0, 38.0)",4.0,Ḩamāh,1.0
2016-12-16 02:05:04,Kayseri,25784,39.0,35.0,rs+SDzTD5hGopdMN+RcZ4Q,Turkey 'silencing' independent media: HRW,2016-12-16 02:05:04,Geopolitical,medium,"(39.0, 35.0)",9.0,Kayseri,1.0
2016-12-16 02:05:06,Aleppo,25780,36.201240000000006,37.16117,jD9JEDTD5hGH3wjRy13KCQ,Ambulances leaving rebel-held Aleppo - reports,2016-12-16 02:05:06,Public Health,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 02:05:07,Brussels,25785,50.838570000000004,4.37599,GMcCETTD5hGDWNMN+RcZ4Q,"EU Leaders To Discuss Ukraine, Syria, Brexit At Summit",2016-12-16 02:05:07,Geopolitical,moderate,"(50.838570000000004, 4.3759899999999998)",4.0,Brussels,1.0
2016-12-16 02:05:09,Los Angeles,25164,34.391659999999995,-118.54258999999999,puqaEjTD5hG5yQjRy13KCQ,Storm preparations underway in recent burn areas in Santa Clarita as major system looms,2016-12-16 02:05:09,Natural Disaster,medium,"(34.391659999999995, -118.54258999999999)",9.0,Los Angeles,1.0
2016-12-16 02:05:17,Aleppo,25802,36.201240000000006,37.16117,MI86FzTD5hG87dUN+RcZ4Q,First evacuation underway from last rebel part of Aleppo,2016-12-16 02:05:17,Other,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 02:05:18,Aleppo,25818,36.201240000000006,37.16117,AFYCGDTD5hGy2QjRy13KCQ,First evacuation underway from last rebel part of Aleppo,2016-12-16 02:05:18,Other,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 02:05:20,Aleppo,25803,36.201240000000006,37.16117,8B29GDTD5hGc3NUN+RcZ4Q,"Russia says 1,000 evacuated from Syria's Aleppo",2016-12-16 02:05:20,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 02:05:21,Tampa,25819,28.75054,-82.5001,DNpwGTTD5hGRTgjRy13KCQ,Florida: Disney sued for replacing American workers with Indians,2016-12-16 02:05:21,Other,moderate,"(28.750540000000001, -82.500100000000003)",4.0,Tampa,1.0
2016-12-16 02:05:22,Aleppo,25804,36.201240000000006,37.16117,oMYrGjTD5hGkYNUN+RcZ4Q,Aleppo rebel evacuation back on: Syria military source,2016-12-16 02:05:22,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 02:05:23,Aleppo,25820,36.201240000000006,37.16117,XmTeGjTD5hGcFwjRy13KCQ,Aleppo rebel evacuation back on: Syria military source,2016-12-16 02:05:23,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 02:05:30,Brussels,7936,50.838570000000004,4.37599,gM_AHjTD5hGogQvRy13KCQ,EU Summit Set Against Turbulent Backdrop,2016-12-16 02:05:30,Geopolitical,moderate,"(50.838570000000004, 4.3759899999999998)",4.0,Brussels,1.0
2016-12-16 02:05:32,Aleppo,25808,36.201240000000006,37.16117,FK_dHzTD5hGTGtUN+RcZ4Q,"Saudi Media Waging Information War, Spreading Fake Images of Horror in Aleppo",2016-12-16 02:05:32,Other,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 02:05:38,Mogadishu,25836,6.0,48.0,gGWAIzTD5hGogQvRy13KCQ,"Bomb in teashop explodes in Somalia's capital, killing 6",2016-12-16 02:05:38,Physical Threats,moderate,"(6.0, 48.0)",4.0,Mogadishu,1.0
2016-12-16 02:05:43,New Delhi,25812,28.58,77.33,Rq9jJjTD5hG5CNUN+RcZ4Q,"IT raids Axis Bank's Noida branch, seizes Rs 60 crore from 20 fake accounts",2016-12-16 02:05:43,Other,moderate,"(28.579999999999998, 77.329999999999998)",4.0,New Delhi,1.0
2016-12-16 02:05:47,Aleppo,25813,36.201240000000006,37.16117,GLvYKDTD5hGZ5dUN+RcZ4Q,"Aleppo evacuation back on, say rebel sources",2016-12-16 02:05:47,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 02:05:52,Aleppo,25841,36.201240000000006,37.16117,NvzzKzTD5hGMqAnRy13KCQ,Residents of Syria's Aleppo share tormented goodbyes online,2016-12-16 02:05:52,Other,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 02:05:54,Aleppo,25842,36.201240000000006,37.16117,UkBgLTTD5hG79AnRy13KCQ,Pro-Assad forces fire on convoy leaving east Aleppo - rescue worker,2016-12-16 02:05:54,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-16 02:06:40,Tokyo,25900,35.685359999999996,139.75309,5NqaSDTD5hGVLNQN+RcZ4Q,Russian military opposes transfer of Southern Kuril to Japan - experts,2016-12-16 02:06:40,Geopolitical,medium,"(35.685359999999996, 139.75308999999999)",9.0,Tokyo,1.0
2016-12-16 02:07:27,Tokyo,25950,35.685359999999996,139.75309,LhPFZDTD5hGHodQN+RcZ4Q,"Putin Arrives in Japan, Going to Hold Talks With Japanese Prime Minister",2016-12-16 02:07:27,Geopolitical,moderate,"(35.685359999999996, 139.75308999999999)",4.0,Tokyo,1.0
2016-12-16 02:07:30,Indianapolis,25951,40.38862,-86.8941,OFVPZjTD5hGUDtQN+RcZ4Q,Public health emergency declared in Tippecanoe County,2016-12-16 02:07:30,Public Health,moderate,"(40.388620000000003, -86.894099999999995)",4.0,Indianapolis,1.0
2016-12-16 02:08:59,Medan,26010,4.0,97.0,koNVmzTD5hG1HdYN+RcZ4Q,"More than 85,000 now displaced by Indonesia quake",2016-12-16 02:08:59,Natural Disaster,moderate,"(4.0, 97.0)",4.0,Medan,1.0
2016-12-16 02:09:00,Medan,26028,4.0,97.0,IGIfnDTD5hGDtgjRy13KCQ,"More than 85,000 now displaced by Indonesia quake",2016-12-16 02:09:00,Natural Disaster,moderate,"(4.0, 97.0)",4.0,Medan,1.0
2016-12-16 03:04:35,Yazd,26003,32.0,53.0,smr1XzzD5hGQjNUN+RcZ4Q,President Jokowi meets Indonesian community in Iran,2016-12-16 03:04:35,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 03:04:38,Yazd,26004,32.0,53.0,dm9iYTzD5hGRhNUN+RcZ4Q,Obama allows Iran sanctions renewal without signing bill,2016-12-16 03:04:38,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 03:04:47,Tianshui,26085,35.0,105.0,wKpKZzzD5hGQwwrRy13KCQ,China installs weapons systems on artificial islands - U.S. think tank,2016-12-16 03:04:47,Physical Threats,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-16 03:04:53,Aleppo,25790,36.201240000000006,37.16117,YIh0ajzD5hGtjNUN+RcZ4Q,France Lashes Russia Over Syria; Aleppo Seeks EU Help,2016-12-16 03:04:53,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 03:04:54,Dublin,25789,53.0,-8.0,JJ8qazzD5hGdlgrRy13KCQ,Dublin: Man sentenced over bomb threats during Queen's visit,2016-12-16 03:04:54,Physical Threats,moderate,"(53.0, -8.0)",4.0,Dublin,1.0
2016-12-16 03:04:59,Aleppo,26077,36.201240000000006,37.16117,ItkIbjzD5hGoJArRy13KCQ,Preparations accomplished for moving out terrorists and their families of neighborhoods in eastern Aleppo towards al-Ramouseh corridor to Aleppo western countryside,2016-12-16 03:04:59,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 03:05:00,Aleppo,26078,36.201240000000006,37.16117,6NnSbjzD5hG0ddUN+RcZ4Q,First convoy carrying injured leaves rebel-held areas in Aleppo,2016-12-16 03:05:00,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 03:05:07,Krasnoyarsk,26080,60.0,100.0,1D2scjzD5hGKIArRy13KCQ,Turkmenistan president nominated for third term,2016-12-16 03:05:07,Geopolitical,moderate,"(60.0, 100.0)",4.0,Krasnoyarsk,1.0
2016-12-16 03:05:08,Aleppo,26108,36.201240000000006,37.16117,RKdoczzD5hG2stUN+RcZ4Q,"Terrorists Leaving Aleppo for Idlib in 20 Buses, 10 Ambulances",2016-12-16 03:05:08,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 03:05:13,Tianshui,26110,35.0,105.0,AJpIdjzD5hGYd9UN+RcZ4Q,Report: China put weapons on disputed islands,2016-12-16 03:05:13,Physical Threats,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-16 03:05:18,"Washington, D.C.",26112,38.53471,-76.53056,GhtLeTzD5hGY+9UN+RcZ4Q,Road closed in Calvert County,2016-12-16 03:05:18,Infrastructure,moderate,"(38.534709999999997, -76.530559999999994)",4.0,"Washington, D.C.",1.0
2016-12-16 03:05:23,Aleppo,26114,36.201240000000006,37.16117,nPc0fDzD5hGeMtUN+RcZ4Q,"Pro-Assad fighters 'open fire' on convoy preparing to leave rebel-held east Aleppo, after ceasefire resumes",2016-12-16 03:05:23,Infrastructure,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-16 03:05:25,Tianshui,26115,35.0,105.0,cMiifTzD5hGWAdUN+RcZ4Q,Chinese Ambassador Tells U.S. National Sovereignty Isn't a 'Bargaining Chip',2016-12-16 03:05:25,Other,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-16 03:05:27,Aleppo,26116,36.201240000000006,37.16117,zCQRfzzD5hG8INUN+RcZ4Q,"The Latest: Russia says 1,000 evacuated from Syria's Aleppo",2016-12-16 03:05:27,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-16 03:05:29,Mogadishu,26101,6.0,48.0,epnFfzzD5hGvswrRy13KCQ,"Bomb in teashop explodes in Somalia's capital, killing 6",2016-12-16 03:05:29,Physical Threats,moderate,"(6.0, 48.0)",4.0,Mogadishu,1.0
2016-12-16 03:05:31,Indianapolis,26102,40.38862,-86.8941,qkKBgTzD5hGZLArRy13KCQ,State Declares Public Health Emergency In Tippecanoe Co.,2016-12-16 03:05:31,Public Health,medium,"(40.388620000000003, -86.894099999999995)",9.0,Indianapolis,1.0
2016-12-16 03:05:36,Aleppo,26104,36.201240000000006,37.16117,Wp5thDzD5hG3QArRy13KCQ,Elisabeth Rehn: Western powers mishandled Syrian crisis,2016-12-16 03:05:36,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
